id,"error","correct"
3996,"singed","sang, signed [sign], singed [singe], singled"
3997,"single-handily","single-handedly"
3998,"singsog","singsong"
3999,"sinked","sank, sunk"
4000,"sinse","sines, since"
4001,"Sionist","Zionist"
4002,"Sionists","Zionists"
4003,"sissors","scissors"
4004,"Sixtin","Sistine"
4005,"sizeable","variant of sizable"
4006,"Skagerak","Skagerrak"
4007,"skilfull","skilful [British]"
4008,"skillfull","skillful [American]"
4009,"sleave","sleeve"
4010,"slided","slid"
4011,"slipt","variant of slipped"
4012,"smae","same"
4013,"smaler","smaller"
4014,"smelt","variant of smelled"
4015,"smily","smiley"
4016,"smoe","some"
4017,"smoothe","smooth"
4018,"smoothes","smooths"
4019,"snese","sneeze"
4020,"snorkle","snorkel"
4021,"snuck","sneaked"
4022,"socialise","variant of socialize"
4023,"soduko","sodoku, sudoku"
4024,"soem","some"
4025,"sofware","software"
4026,"sohw","show"
4027,"solatary","solitary"
4028,"soley","solely"
4029,"solider","soldier"
4030,"solidier","soldier"
4031,"soliliquy","soliloquy"
4032,"sollid","solid"
4033,"sollution","solution"
4034,"soluable","soluble"
4035,"somone","someone"
4036,"songwritter","songwriter"
4037,"soons","soon"
4038,"sophicated","sophisticated"
4039,"sophmore","sophomore"
4040,"sorceror","sorcerer"
4041,"sotry","story"
4042,"sotyr","satyr, story"
4043,"soudn","sound"
4044,"soudns","sounds"
4045,"sould","could, should, sold"
4046,"souly","solely"
4047,"soundtack","soundtrack"
4048,"sourth","south"
4049,"sourthern","southern"
4050,"southermost","southernmost"
4051,"southheast","southeast"
4052,"souvenier","souvenir"
4053,"souveniers","souvenirs"
4054,"sovereignity","sovereignty"
4055,"soverign","sovereign"
4056,"soverignity","sovereignty"
4057,"spagetti","spaghetti"
4058,"spainish","Spanish"
4059,"sparce","spare, sparse"
4060,"sparsley","sparsely"
4061,"sparsly","sparsely"
4062,"speach","speech"
4063,"speacial","special"
4064,"speaked","spoke, spoken"
4065,"specialise","variant of specialize"
4066,"speciality","speciality [British], specialty [American]"
4067,"speciallized","specialised [British], specialized [American]"
4068,"specialty","variant of speciality"
4069,"specialy","specially, specialty"
4070,"specif","specific, specify"
4071,"specifical","specific"
4072,"specificaly","specifically"
4073,"specifity","specificity"
4074,"speciman","specimen"
4075,"spectauclar","spectacular"
4076,"spects","aspects, expects"
4077,"speical","special"
4078,"spelled","spelt [British]"
4079,"spelt","spelled [American]"
4080,"spended","spent"
4081,"spermatazoa","spermatozoa"
4082,"spermatazoon","spermatozoon"
4083,"spilled","spilt [British]"
4084,"spilt","spilled [American]"
4085,"spinned","spun"
4086,"spiralling","variant of spiraling"
4087,"splitted","split"
4088,"spoilt","variant of spoiled"
4089,"spokeman","spokesman"
4090,"spokemen","spokesmen"
4091,"sponser","sponsor"
4092,"spontanious","spontaneous"
4093,"spontanous","spontaneous"
4094,"sponteous","spongeous, spontaneous"
4095,"sponzored","sponsored"
4096,"sporatic","sporadic"
4097,"sportscar","sports car"
4098,"spoted","spotted"
4099,"spouce","spouse"
4100,"spreaded","spread"
4101,"spritual","spiritual"
4102,"spunoff","spun off"
4103,"spured","spurned, spurred"
4104,"sqaud","squad"
4105,"stabalize","stabilize"
4106,"stabed","stabbed"
4107,"stabilise","variant of stabilize"
4108,"stabilty","stability"
4109,"stablize","stabilize"
4110,"stagnet","stagnant"
4111,"stallwart","stalwart"
4112,"standart","standard"
4113,"standed","stood, stranded"
4114,"stange","strange"
4115,"staring","staring, starring"
4116,"startegic","strategic"
4117,"startegies","strategies"
4118,"startegy","strategy"
4119,"stategic","strategic"
4120,"statment","statement"
4121,"statuatory","statutory"
4122,"stayes","stays"
4123,"steadly","steadily"
4124,"stealed","stole"
4125,"stemed","stemmed"
4126,"steped","stepped"
4127,"steping","stepping"
4128,"steriod","steroid"
4129,"sticked","stuck"
4130,"stike","strike"
4131,"stilus","stylus"
4132,"stingent","stringent"
4133,"stinked","stunk"
4134,"stoled","stole"
4135,"stoped","stopped"
4136,"stoper","stopper"
4137,"stoping","stopping"
4138,"stopry","story"
4139,"storeis","stories"
4140,"storey","story [American]"
4141,"storise","stories"
4142,"stornegst","strongest"
4143,"storng","strong"
4144,"storys","storeys, stories"
4145,"stoyr","story"
4146,"stpo","stop"
4147,"stradegies","strategies"
4148,"stradegy","strategy"
4149,"straightjacket","straitjacket"
4150,"strat","start, strata"
4151,"strech","stretch"
4152,"strenghen","strengthen"
4153,"strenghened","strengthened"
4154,"strenghening","strengthening"
4155,"strenght","strength"
4156,"strenghten","strengthen"
4157,"strenghtened","strengthened"
4158,"strenghtening","strengthening"
4159,"strenous","strenuous"
4160,"stricly","strictly"
4161,"strictist","strictest"
4162,"striked","struck"
4163,"striken","stricken, struck"
4164,"strnad","strand"
4165,"stroy","story, destroy"
4166,"structer","structure"
4167,"structual","structural"
4168,"structue","structure"
4169,"stubborness","stubbornness"
4170,"stucture","structure"
4171,"stuctured","structured"
4172,"studdy","study"
4173,"studing","studying"
4174,"stuggle","struggle"
4175,"subcatagories","subcategories"
4176,"subcatagory","subcategory"
4177,"suberb","suburb, superb"
4178,"subesquent","subsequent"
4179,"submited","submitted"
4180,"submiting","submitting"
4181,"submitt","submit"
4182,"subsidary","subsidiary"
4183,"subsiduary","subsidiary"
4184,"subsitute","substitute"
4185,"subsquent","subsequent"
4186,"substace","substance"
4187,"substain","sustain"
4188,"substanial","substantial"
4189,"substantually","substantially"
4190,"substatial","substantial"
4191,"substract","subtract"
4192,"substracted","subtracted"
4193,"substraction","subtraction"
4194,"substracts","subtracts"
4195,"subterranian","subterranean"
4196,"subtlely","subtly"
4197,"subtley","subtly"
4198,"succede","succeed"
4199,"succes","success"
4200,"succesful","successful"
4201,"succesfull","successful"
4202,"succesfully","successfully"
4203,"succesfuly","successfully"
4204,"succesion","succession"
4205,"succesive","successive"
4206,"succesor","successor"
4207,"successfull","successful"
4208,"succint","succinct"
4209,"suceed","succeed"
4210,"suceeded","succeeded"
4211,"suceeding","succeeding"
4212,"suceeds","succeeds"
4213,"suceptible","susceptible"
4214,"sucesful","successful"
4215,"sucesfully","successfully"
4216,"sucesfuly","successfully"
4217,"sucesion","succession"
4218,"sucess","success"
4219,"sucesses","successes"
4220,"sucessfull","successful"
4221,"sucessfully","successfully"
4222,"sucessfuly","successfully"
4223,"sucession","succession"
4224,"sucessive","successive"
4225,"sucessor","successor"
4226,"sucide","suicide"
4227,"suduko","sodoku, sudoku"
4228,"suffcient","sufficient"
4229,"suffciently","sufficiently"
4230,"sufferage","suffrage"
4231,"sufficent","sufficient"
4232,"sufficently","sufficiently"
4233,"sugest","suggest"
4234,"sugget","suggest"
4235,"suject","subject"
4236,"sumary","summary"
4237,"summarise","variant of summarize"
4238,"suop","soup"
4239,"supercede","supersede"
4240,"superceed","supersede"
4241,"superceeded","superseded"
4242,"supercession","supersession"
4243,"supercessionism","supersessionism"
4244,"superintendant","superintendent"
4245,"superseed","supersede"
4246,"suphisticated","sophisticated"
4247,"suplant","supplant"
4248,"suplement","supplement"
4249,"suplemental","supplemental"
4250,"suply","supply"
4251,"supose","suppose"
4252,"suposed","supposed"
4253,"suposedly","supposedly"
4254,"suposes","supposes"
4255,"suposing","supposing"
4256,"supplament","supplement"
4257,"suppliment","supplement"
4258,"supposably","supposedly"
4259,"suppossed","supposed"
4260,"suppost","support, supposed"
4261,"supposted","supposed"
4262,"supremist","supremacist"
4263,"supress","suppress"
4264,"supressed","suppressed"
4265,"supresses","suppresses"
4266,"supressing","suppressing"
4267,"suprise","surprise"
4268,"suprised","surprised"
4269,"suprising","surprising"
4270,"suprisingly","surprisingly"
4271,"suprize","surprise"
4272,"suprized","surprised"
4273,"suprizing","surprising"
4274,"suprizingly","surprisingly"
4275,"surelly","surely"
4276,"surender","surrender"
4277,"surley","surly, surely"
4278,"suround","surround"
4279,"surounded","surrounded"
4280,"surounds","surrounds"
4281,"surpased","surpassed"
4282,"surperb","superb"
4283,"surplant","supplant"
4284,"surpress","suppress"
4285,"surprize","surprise"
4286,"surprized","surprised"
4287,"surprizing","surprising"
4288,"surprizingly","surprisingly"
4289,"surrended","surrounded, surrendered"
4290,"surrepetitious","surreptitious"
4291,"surrepetitiously","surreptitiously"
4292,"surreptious","surreptitious"
4293,"surreptiously","surreptitiously"
4294,"surronded","surrounded"
4295,"surroud","surround"
4296,"surrundering","surrendering"
4297,"surveill","surveil"
4298,"surveyer","surveyor"
4299,"surving","serving, surviving"
4300,"surviver","survivor"
4301,"susceptability","susceptibility"
4302,"susceptable","susceptible"
4303,"suseptible","susceptible"
4304,"sustance","substance"
4305,"swaer","swear"
4306,"swaers","swears"
4307,"swaped","swapped"
4308,"sweared","swore"
4309,"Sweeden","Sweden"
4310,"Sweedish","Swedish"
4311,"sweeped","swept"
4312,"sweept","swept"
4313,"swiming","swimming"
4314,"swimmed","swam"
4315,"switchs","switches"
4316,"swored","swore"
4317,"syas","says"
4318,"symbolical","symbolic"
4319,"symbolise, symbolising","British form of symbolize, symbolizing"
4320,"symetric","symmetric"
4321,"symetrical","symmetric, symmetrical"
4322,"symetrically","symmetrically"
4323,"symetry","symmetry"
4324,"symmetral","symmetric"
4325,"symmetricaly","symmetrically"
4326,"synchophant","sycophant"
4327,"synchotron","synchrotron"
4328,"syncophant","sycophant"
4329,"synonomous","synonymous"
4330,"synthetical","synthetic"
4331,"syphillis","syphilis"
4332,"syphon","siphon"
4333,"syphyllis","syphilis"
4334,"sypnosis","synopsis"
4335,"syrap","syrup"
4336,"sytem","system"
4337,"sytle","style"
4338,"tabacco","tabacco [Italian], tobacco [English]"
4339,"tableclothes","tablecloths"
4340,"tablewear","tableware"
4341,"tacticaly","tactically"
4342,"tactict","tactic"
4343,"tactitian","tactician"
4344,"tahn","than"
4345,"taht","that"
4346,"tailight","taillight"
4347,"taked","taken, took, talked"
4348,"talekd","talked"
4349,"tamborine","tambourine"
4350,"tandum","tandem"
4351,"tared","tarred"
4352,"targetted","alternative spelling of targeted"
4353,"targetting","alternative spelling of targeting"
4354,"tarif","tariff"
4355,"tarrif","tariff"
4356,"tarriff","tariff"
4357,"tast","taste"
4358,"tath","that"
4359,"tatics","tactics"
4360,"tatoo","tattoo"
4361,"tattooes","tattoos"
4362,"taxanomic","taxonomic"
4363,"taxanomy","taxonomy"
4364,"teached","taught"
4365,"teachs","teaches"
4366,"teamate","teammate"
4367,"teared","teared [eyes], tore, torn"
4368,"techical","technical"
4369,"techician","technician"
4370,"techincal","technical"
4371,"technicaly","technically"
4372,"technican","technician"
4373,"technolgy","technology"
4374,"tecnology","technology"
4375,"teh","the"
4376,"tehy","they"
4377,"televison","television"
4378,"televize","televise"
4379,"telled","told"
4380,"temparate","temperate"
4381,"temperment","temperament"
4382,"tempermental","temperamental"
4383,"temperture","temperature"
4384,"temporarely","temporarily"
4385,"temprature","temperature"
4386,"tenacle","tentacle"
4387,"tenament","tenement"
4388,"tendancy","tendency"
4389,"tenderise","variant of tenderize"
4390,"tendonitis","tendinitis"
4391,"tennament","tenement"
4392,"tennant","tenant"
4393,"tennement","tenement"
4394,"tennisplayer","tennis player"
4395,"tenous","tenuous"
4396,"tenticle","tentacle"
4397,"tenture","tenure"
4398,"teritory","territory"
4399,"terminaly","terminally"
4400,"terresterial","terrestrial"
4401,"terrestial","terrestrial"
4402,"terriories","territories"
4403,"terriory","territory"
4404,"territores","territories"
4405,"territorist","terrorist"
4406,"territority","territory"
4407,"terrorise","variant of terrorize"
4408,"testamonial","testimonial"
4409,"testamony","testimony"
4410,"testical","testicle"
4411,"testiment","testament"
4412,"testimont","testament"
4413,"Teusday","Tuesday"
4414,"textes","texts"
4415,"tghe","the"
4416,"thast	","	that, that's	"
4417,"thay","they"
4418,"theather","theater, theatre"
4419,"theese","these"
4420,"theif","thief"
4421,"theit","their"
4422,"theives","thieves"
4423,"themself","herself, himself, themselves"
4424,"themselfs","themselves"
4425,"themsleves","themselves"
4426,"theologan","theologian"
4427,"theologist","acceptable variant of theologian"
4428,"theorise","variant of theorize"
4429,"ther","the, their, there"
4430,"therafter","thereafter"
4431,"therfore","therefore"
4432,"theri","their"
4433,"theroretical","theoretical"
4434,"thgat","that"
4435,"thge","the"
4436,"thickend","thickened"
4437,"thiefs","thieves [plural]"
4438,"thier","their"
4439,"thieve","thief [noun], thieve [verb]"
4440,"thign","thing"
4441,"thigsn","things"
4442,"thikn","think"
4443,"thikning","thinking, thickening"
4444,"thikns","thinks"
4445,"thingking","thinking"
4446,"thiunk","think"
4447,"thna","than"
4448,"thne","then"
4449,"thnig","thing"
4450,"thnigs","things"
4451,"thoery","theory"
4452,"thorogh","thorough"
4453,"thoroghbred","thoroughbred"
4454,"thoroughbread","thoroughbred"
4455,"thoughout","throughout"
4456,"thourough","thorough"
4457,"thouroughly","thoroughly"
4458,"thousnad","thousand"
4459,"threath","threat"
4460,"threatning","threatening"
4461,"threee","three"
4462,"threshhold","threshold"
4463,"thrid","third"
4464,"thridly","thirdly"
4465,"throughfare","thoroughfare"
4466,"throughly","thoroughly"
4467,"throught","thought, through, throughout"
4468,"throughtout","throughout"
4469,"througout","throughout"
4470,"thru","through"
4471,"thrusted","thrust"
4472,"thsi","this"
4473,"thsoe","those"
4474,"tht","that"
4475,"thta","that"
4476,"thte","the"
4477,"thyat","that"
4478,"Tiajuana","Tijuana"
4479,"tiem","Tim, time"
4480,"tihkn","think"
4481,"tihs","this"
4482,"timne","time"
4483,"tiome","time, tome"
4484,"tipical","typical"
4485,"tje","the"
4486,"tjhe","the"
4487,"tkae","take"
4488,"tkaes","takes"
4489,"tkaing","taking"
4490,"tlaking","talking"
4491,"tobbaco","tobacco"
4492,"todays	","	today's, todays [plural]	"
4493,"todya","today"
4494,"togather","together"
4495,"togeather","together"
4496,"togther","together"
4497,"tolerence","tolerance"
4498,"tolerent","tolerant"
4499,"toliet","toilet"
4500,"Tolkein","Tolkien"
4501,"tomatos","tomatoes [plural]"
4502,"tommorow","tomorrow"
4503,"tommorrow","tomorrow"
4504,"tomorow","tomorrow"
4505,"tongiht","tonight"
4506,"tooked","taken, took"
4507,"tookover","took over"
4508,"tooless","toolless"
4509,"toriod","toroid"
4510,"toriodal","toroidal"
4511,"tornados","acceptable variant of tornadoes"
4512,"tornament","tournament"
4513,"torpedos","torpedoes [plural]"
4514,"totalled","variant of totaled"
4515,"totalling","variant of totaling"
4516,"totaly","totally"
4517,"tothe","to the"
4518,"tought","taught, thought, tough"
4519,"tounge","tongue"
4520,"tourch","torch, touch"
4521,"tourmanent","tournament"
4522,"towrad","toward"
4523,"tracklisting","track listing"
4524,"tradgedy","tragedy"
4525,"tradicional","traditional"
4526,"traditionaly","traditionally"
4527,"traditon","tradition"
4528,"traditonal","traditional"
4529,"trafficed","trafficked"
4530,"trafic","traffic [English], trafic [French]"
4531,"trancend","transcend"
4532,"trancended","transcended"
4533,"trancendent","transcendent"
4534,"trancendental","transcendental"
4535,"trancending","transcending"
4536,"tranform","transform"
4537,"traning","training"
4538,"transcendance","transcendence"
4539,"transcendant","transcendent"
4540,"transcendentational","transcendental"
4541,"transcept","transept"
4542,"transcripting","transcribing, transcription"
4543,"transend","transcend"
4544,"transending","transcending"
4545,"transfered","transferred"
4546,"transfering","transferring"
4547,"transferr","transfer"
4548,"transister","transistor"
4549,"transistion","transition"
4550,"transitionary","transitional"
4551,"translater","translator"
4552,"transluscent","translucent"
4553,"transmision","transmission"
4554,"transmissable","transmissible"
4555,"transmited","transmitted"
4556,"transmiter","transmitter"
4557,"transmiting","transmitting"
4558,"transmitt","transmit"
4559,"transporation","transportation"
4560,"trate","trait"
4561,"travelled","variant of traveled"
4562,"traveller","variant of traveler"
4563,"travelling","variant of traveling"
4564,"treaded","trod, trodden"
4565,"tremelo","tremolo"
4566,"treshold","threshold"
4567,"tresle","trestle"
4568,"tresspass","trespass"
4569,"triathalon","triathlon"
4570,"triology","trilogy"
4571,"tripple","triple"
4572,"troups","troupes, troops"
4573,"truely","truly"
4574,"truley","truly"
4575,"trustworthyness","trustworthiness"
4576,"tryed","tried"
4577,"trys","tries"
4578,"tumour","variant of tumor"
4579,"tumultous","tumultuous"
4580,"tunnelled","variant of tunneled"
4581,"tunnelling","variant of tunneling"
4582,"turkies","turkeys [plural]"
4583,"Turky","Turkey"
4584,"turnes","turns"
4585,"turnk","turnkey, trunk"
4586,"turnstyle","turnstile"
4587,"Tuscon","Tucson [Arizona], Tuscan [of Tuscany]"
4588,"twelth","twelfth"
4589,"twelveth","twelfth"
4590,"twentys","twenties [plural]"
4591,"twon","town"
4592,"tyhat","that"
4593,"tyhe","the, they"
4594,"typcial","typical"
4595,"type-casted","type-cast"
4596,"typicaly","typically"
4597,"tyrany","tyranny"
4598,"tyre","variant of tire"
4599,"tyrrany","tyranny"
4600,"ubiquitious","ubiquitous"
4601,"uise","use"
4602,"Ukrane","Ukraine"
4603,"Ukranian","Ukrainian"
4604,"ulitmate","ultimate"
4605,"ultimatley","ultimately"
4606,"ultimatly","ultimately"
4607,"ultimitely","ultimately"
4608,"unabatted","unabated"
4609,"uncertainity","uncertainty"
4610,"uncertian","uncertain"
4611,"uncomplete","incomplete"
4612,"unconcious","unconscious"
4613,"unconciousness","unconsciousness"
4614,"unconvential","unconventional"
4615,"unconventionaly","unconventionally"
4616,"undecideable","undecidable"
4617,"underated","underrated"
4618,"underlayed","underlaid"
4619,"underlaying","underlying"
4620,"underly","underlie"
4621,"underware","underwear"
4622,"undevelopment","underdevelopment"
4623,"unecessary","unnecessary"
4624,"uneffected","unaffected"
4625,"unforetunately","unfortunately"
4626,"unforseen","unforeseen"
4627,"unfortunatley","unfortunately"
4628,"unfortunatly","unfortunately"
4629,"unfrequently","infrequently"
4630,"unifed","unified"
4631,"unifrom","uniform"
4632,"unilatreal","unilateral"
4633,"unilatreally","unilaterally"
4634,"unindentified","unidentified"
4635,"United Kingdon","United Kingdom"
4636,"univeristies","universities"
4637,"univeristy","university"
4638,"univerities","universities"
4639,"univerity","university"
4640,"universties","universities"
4641,"universty","university"
4642,"univesities","universities"
4643,"univesity","university"
4644,"unknow","unknown"
4645,"unkown","unknown"
4646,"unmanouverable","unmaneuverable, unmanoeuvrable"
4647,"unmistakeably","unmistakably"
4648,"unneccesarily","unnecessarily"
4649,"unneccesary","unnecessary"
4650,"unneccessarily","unnecessarily"
4651,"unneccessary","unnecessary"
4652,"unnecesarily","unnecessarily"
4653,"unnecesary","unnecessary"
4654,"unnemployment","unemployment"
4655,"unoffical","unofficial"
4656,"unofficialy","unofficially"
4657,"unoticeable","unnoticeable"
4658,"unphased","unfazed"
4659,"unplesant","unpleasant"
4660,"unpresidented","unprecedented"
4661,"unregular","irregular"
4662,"unrepentent","unrepentant"
4663,"unsed","used, unused, unsaid"
4664,"unsual","unusual"
4665,"unsubstanciated","unsubstantiated"
4666,"unsuccesful","unsuccessful"
4667,"unsuccessfull","unsuccessful"
4668,"unsucesful","unsuccessful"
4669,"unsucesfuly","unsuccessfully"
4670,"unsucessfull","unsuccessful"
4671,"unsucessfully","unsuccessfully"
4672,"unsufficient","insufficient"
4673,"unsuprised","unsurprised"
4674,"unsuprising","unsurprising"
4675,"unsuprisingly","unsurprisingly"
4676,"unsuprized","unsurprised"
4677,"unsuprizing","unsurprising"
4678,"unsuprizingly","unsurprisingly"
4679,"unsurprized","unsurprised"
4680,"unsurprizing","unsurprising"
4681,"unsurprizingly","unsurprisingly"
4682,"untied","united, untied"
4683,"untill","until"
4684,"untracable","untraceable"
4685,"untranslateable","untranslatable"
4686,"unuseable","acceptable variant of unusable"
4687,"unusualy","unusually"
4688,"unvieled","unveiled"
4689,"unviersities","universities"
4690,"unviersity","university"
4691,"unvisible","invisible"
4692,"unweildly","unwieldy"
4693,"unwieldly","unwieldily [adverb], unwieldly [British], unwieldy [A"
4694,"upcomming","upcoming"
4695,"upgradeable","acceptable variant of upgradable"
4696,"upmost","utmost [greatest, ultimate], acceptable variant of up"
4697,"upsetted","upset"
4698,"upthe","up the"
4699,"upto","unto, up to; but see Indian English"
4700,"urbanise","variant of urbanize"
4701,"usally","usually"
4702,"useable","acceptable variant of usable"
4703,"useage","usage"
4704,"usefull","useful"
4705,"usefuly","usefully"
4706,"useing","using"
4707,"usualy","usually"
4708,"usurpate","usurp"
4709,"utilise","variant of utilize"
4710,"utilisied","used, utilised [Brit], utilized [Amer]"
4711,"utilizied","used, utilised [Brit], utilized [Amer]"
4712,"vaccum","vacuum"
4713,"vaccume","vacuum"
4714,"vacency","vacancy"
4715,"vacent","vacant"
4716,"vacinity","vicinity"
4717,"vacume","vacuum"
4718,"vairous","various"
4719,"valient","valiant"
4720,"valour","variant of valor"
4721,"valuble","valuable"
4722,"valueable","valuable"
4723,"vapour","variant of vapor"
4724,"varable","variable"
4725,"vareity","variety"
4726,"variaty","variety"
4727,"varience","variance"
4728,"varient","variant, Varient [corporate name]"
4729,"varietes","varieties"
4730,"varios","various"
4731,"variosly","variously"
4732,"varisty","varsity"
4733,"varities","varieties"
4734,"varity","variety, Varity [corporate name]"
4735,"varous","various"
4736,"varys","varies"
4737,"vasall","Vasall [German], vassal"
4738,"vasalls","vassals"
4739,"vegatarian","vegetarian"
4740,"vegitable","vegetable"
4741,"vegitarian","vegetarian"
4742,"vegtable","vegetable"
4743,"vehichle","vehicle"
4744,"veign","vein"
4745,"veiw","view"
4746,"venacular","vernacular"
4747,"venemous","venomous"
4748,"Venezuala","Venezuela"
4749,"vengance","vengeance"
4750,"vengence","vengeance"
4751,"verbage","verbiage"
4752,"verfication","verification"
4753,"verison","version, Verizon [corporate name]"
4754,"vermillion","variant of vermilion"
4755,"versimilitude","verisimilitude"
4756,"versitile","versatile"
4757,"vertabrate","vertebrate"
4758,"veteren","veteran"
4759,"vetinarian","veterinarian"
4760,"vetinary","veterinary"
4761,"vetran","veteran"
4762,"vetween","between"
4763,"veyr","very"
4764,"vigeur","vigueur, vigour, vigor"
4765,"vigilence","vigilance"
4766,"vigilent","vigilant"
4767,"vigour","variant of vigor"
4768,"vigourous","vigorous"
4769,"vilage","village"
4770,"vilager","villager"
4771,"villian","villain"
4772,"villianous","villainous"
4773,"villified","vilified"
4774,"villify","vilify"
4775,"villin","villain, villein, villi"
4776,"vincinity","vicinity"
4777,"vinegarette","vinaigrette"
4778,"Virgina","Virgin, Virginia"
4779,"viri","viri [Latin], viruses"
4780,"virii","viruses"
4781,"virtural","virtual"
4782,"visability","visibility"
4783,"visable","visible"
4784,"visably","visibly"
4785,"visist","visit"
4786,"visonary","visionary"
4787,"vist","visit, Vist [proper noun], vista"
4788,"vistation","visitation"
4789,"visting","visiting"
4790,"vittel","vittle"
4791,"voilation","violation, volition"
4792,"voilence","violence"
4793,"voilent","violent"
4794,"volation","violation, volation [flying], volition"
4795,"volcanoe","volcano"
4796,"volcanos","acceptable variant of volcanoes"
4797,"Volkswagon","Volkswagen"
4798,"volontary","voluntary"
4799,"volonteer","volunteer"
4800,"volonteered","volunteered"
4801,"volonteering","volunteering"
4802,"volounteer","volunteer"
4803,"volounteered","volunteered"
4804,"volounteering","volunteering"
4805,"vrey","very"
4806,"vyer","very"
4807,"vyre","very"
4808,"waht","what"
4809,"wanna","want to"
4810,"want's	","	wants	"
4811,"warrent","warrant"
4812,"was'nt	","	was not, wasn't	"
4813,"wasnt	","	was not, wasn't	"
4814,"wass","was"
4815,"watchs","watches"
4816,"watn","want"
4817,"weakend","weakened"
4818,"weaponary","weaponry"
4819,"weared","wore, worn"
4820,"webcasted","webcast"
4821,"webstie","website"
4822,"weekened","weakened, weekend"
4823,"weere	","	we're [we are], were	"
4824,"wehn","when"
4825,"weild","wield, wild"
4826,"weilded","wielded"
4827,"wel","well"
4828,"welcame","welcomed"
4829,"wendsay","Wednesday"
4830,"wendsday","Wednesday"
4831,"wensday","Wednesday"
4832,"were'nt	","	were not, weren't	"
4833,"werent	","	were not, weren't	"
4834,"wesbite","website"
4835,"wether","weather, wether [sheep], whether"
4836,"whant","want"
4837,"whants","wants"
4838,"whcih","which"
4839,"wheather","weather, whether"
4840,"wheelbarrel","wheelbarrow"
4841,"whent","went"
4842,"wherabouts","whereabouts"
4843,"wheras","whereas"
4844,"wherby","whereby"
4845,"whereever","wherever"
4846,"wherin","wherein"
4847,"whic","which"
4848,"whihc","which"
4849,"whilest","while"
4850,"whinning","whining, winning"
4851,"whisky","variant of whiskey"
4852,"whitch","which, witch"
4853,"wholely","wholly"
4854,"wholey","wholly"
4855,"wholistic","holistic"
4856,"wholley","wholly"
4857,"wholy","holy, wholly"
4858,"whon","whom"
4859,"whos	","	who's, whose	"
4860,"whta","what"
4861,"wich","which, witch"
4862,"wief","wife"
4863,"wierd","weird"
4864,"wifes	","	wife's, wives	"
4865,"wifes'	","	wife's	"
4866,"wiht","with"
4867,"wihtin","within"
4868,"wihtout","without"
4869,"willingess","willingness"
4870,"wirting","writing"
4871,"Wisconson","Wisconsin"
4872,"wistle","whistle"
4873,"witchs","witches"
4874,"withdrawl","withdraw, withdrawal"
4875,"withing","within"
4876,"withold","withhold"
4877,"withought","without"
4878,"witht","with"
4879,"withthe","with the"
4880,"witout","without"
4881,"wittness","witness"
4882,"wiull","will"
4883,"wnat","want"
4884,"wnated","wanted"
4885,"wnats","wants"
4886,"wohle","whole"
4887,"wokr","work"
4888,"wokring","working"
4889,"womens	","	women [plural], women's; but see Apostrophe	"
4890,"womens'	","	women's	"
4891,"wont	","	won't, wont	"
4892,"worlwide","worldwide"
4893,"worshipper","variant of worshiper"
4894,"worsten","worsen"
4895,"worstened","worsened"
4896,"worstening","worsening"
4897,"woudl","would"
4898,"would'nt	","	would not, wouldn't	"
4899,"wouldnt	","	would not, wouldn't	"
4900,"wreckless","reckless"
4901,"wrecklessness","recklessness"
4902,"wriet","write"
4903,"writed","writhed, written, wrote"
4904,"writen","written"
4905,"writter","writer"
4906,"writting","writing"
4907,"wroet","wrote"
4908,"wrok","work"
4909,"wroking","working"
4910,"wroten","written, wrote"
4911,"ws","was"
4912,"wtih","with"
4913,"wupport","support"
4914,"ya'll	","	y'all	"
4915,"yaer","year"
4916,"yaht","yacht"
4917,"yatch","yacht"
4918,"yeasr","years"
4919,"yeild","yield"
4920,"yelow","yellow"
4921,"Yementite","Yemenite, Yemeni"
4922,"yera","year"
4923,"yeras","years"
4924,"yersa","years"
4925,"yhe","the"
4926,"younge","young, Younge [surname]"
4927,"youself","yourself"
4928,"ytou","you"
4929,"yuo","you"
4930,"yuonger","younger"
